P3, tp=0, ts=0
P3, tp=11, ts=11
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=453032614
P3, tp=11, ts=11
P2, tp=11, ts=11, x0=765488374
P2, tp=11, ts=11, x0=900855224
P2, tp=11, ts=11, x0=918798986
P0, tp=11, ts=11, x0=453032614
P2, tp=11, ts=11, x0=994839436
P0, tp=11, ts=11, x0=204699496
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=697358937
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=453032614
P0, tp=11, ts=11, x0=544071605
P0, tp=11, ts=11, x0=893495619
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=31101094
P2, tp=11, ts=11, x0=127402887
P0, tp=11, ts=11, x0=900855224
P0, tp=11, ts=11, x0=453032614
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=226579847
P3, tp=11, ts=11
P2, tp=11, ts=11, x0=343051751
P2, tp=11, ts=11, x0=31101094
P0, tp=11, ts=11, x0=64671997
P0, tp=11, ts=11, x0=143046583
P2, tp=11, ts=11, x0=72384031
P0, tp=11, ts=11, x0=218664606
P3, tp=11, ts=11
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=266747719
P2, tp=11, ts=11, x0=544071605
P0, tp=11, ts=11, x0=642376088
P3, tp=11, ts=11
P3, tp=11, ts=11
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=311315550
P0, tp=11, ts=11, x0=923296263
P1, tp=11, ts=11, x0=71041447
P0, tp=11, ts=11, x0=763285467
P0, tp=11, ts=11, x0=243664752
P2, tp=11, ts=11, x0=765488374
P0, tp=11, ts=11, x0=271862780
P2, tp=11, ts=11, x0=556594
P3, tp=11, ts=11
P3, tp=11, ts=11
P3, tp=11, ts=11
P2, tp=11, ts=11, x0=176147209
P2, tp=11, ts=11, x0=642376088
P0, tp=11, ts=11, x0=447867249
P0, tp=11, ts=11, x0=302023083
P1, tp=11, ts=11, x0=188878972
P1, tp=11, ts=11, x0=642376088
P1, tp=11, ts=11, x0=849540748
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=652736925
P2, tp=11, ts=11, x0=994839436
P0, tp=11, ts=11, x0=966231251
P2, tp=11, ts=11, x0=23866347
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=453032614
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=960775700
P1, tp=11, ts=11, x0=218664606
P2, tp=11, ts=11, x0=23866347
P3, tp=11, ts=11
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=429758646
P2, tp=11, ts=11, x0=923296263
P0, tp=11, ts=11, x0=188878972
P2, tp=11, ts=11, x0=71041447
P2, tp=11, ts=11, x0=678384546
P0, tp=11, ts=11, x0=873379346
P2, tp=11, ts=11, x0=520570224
P1, tp=11, ts=11, x0=900855224
P1, tp=11, ts=11, x0=601317838
P2, tp=11, ts=11, x0=308581288
P2, tp=11, ts=11, x0=88574637
P2, tp=11, ts=11, x0=308581288
P3, tp=11, ts=11
P2, tp=11, ts=11, x0=590344382
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=554526673
P0, tp=11, ts=11, x0=104134167
P2, tp=11, ts=11, x0=300187350
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=960775700
P0, tp=11, ts=11, x0=835491395
P0, tp=11, ts=11, x0=844509151
P1, tp=11, ts=11, x0=429758646
P2, tp=11, ts=11, x0=365908620
P0, tp=11, ts=11, x0=577097142
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=12242492
P2, tp=11, ts=11, x0=763285467
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=909716971
P2, tp=11, ts=11, x0=823620660
P1, tp=11, ts=11, x0=615192788
P1, tp=11, ts=11, x0=72384031
P2, tp=11, ts=11, x0=308581288
P3, tp=11, ts=11
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=300985657
P1, tp=11, ts=11, x0=172972170
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=520570224
P2, tp=11, ts=11, x0=823620660
P0, tp=11, ts=11, x0=88574637
P3, tp=11, ts=11
P2, tp=11, ts=11, x0=266747719
P1, tp=11, ts=11, x0=652736925
P3, tp=11, ts=11
P2, tp=11, ts=11, x0=900855224
P1, tp=11, ts=11, x0=447867249
P0, tp=11, ts=11, x0=739044663
P0, tp=11, ts=11, x0=909716971
P3, tp=11, ts=11
P2, tp=11, ts=11, x0=153948877
P1, tp=11, ts=11, x0=204699496
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=143046583
P0, tp=11, ts=11, x0=947448623
P0, tp=11, ts=11, x0=577097142
P2, tp=11, ts=11, x0=823920997
P0, tp=11, ts=11, x0=909716971
P1, tp=11, ts=11, x0=601317838
P1, tp=11, ts=11, x0=308581288
P2, tp=11, ts=11, x0=337918436
P0, tp=11, ts=11, x0=489243614
P2, tp=11, ts=11, x0=494890671
P0, tp=11, ts=11, x0=103640011
P1, tp=11, ts=11, x0=103640011
P1, tp=11, ts=11, x0=900855224
P1, tp=11, ts=11, x0=104134167
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=440332488
P3, tp=11, ts=11
P2, tp=11, ts=11, x0=923296263
P1, tp=11, ts=11, x0=544701979
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=491940098
P0, tp=11, ts=11, x0=226339927
P2, tp=11, ts=11, x0=900855224
P1, tp=11, ts=11, x0=71041447
P1, tp=11, ts=11, x0=642376088
P0, tp=11, ts=11, x0=642376088
P3, tp=11, ts=11
P3, tp=11, ts=11
P3, tp=11, ts=11
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=823920997
P0, tp=11, ts=11, x0=218664606
P0, tp=11, ts=11, x0=447867249
P1, tp=11, ts=11, x0=31101094
P2, tp=11, ts=11, x0=251511563
P0, tp=11, ts=11, x0=966231251
P3, tp=11, ts=11
P3, tp=11, ts=11
P2, tp=11, ts=11, x0=123079245
P0, tp=11, ts=11, x0=453032614
P0, tp=11, ts=11, x0=127402887
P1, tp=11, ts=11, x0=909716971
P1, tp=11, ts=11, x0=104134167
P1, tp=11, ts=11, x0=520570224
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=365908620
P0, tp=11, ts=11, x0=909716971
P0, tp=11, ts=11, x0=397341233
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=100024140
P3, tp=11, ts=11
P3, tp=11, ts=11
P2, tp=11, ts=11, x0=176147209
P2, tp=11, ts=11, x0=23866347
P1, tp=11, ts=11, x0=844293749
P1, tp=11, ts=11, x0=984592494
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=909716971
P1, tp=11, ts=11, x0=589230931
P0, tp=11, ts=11, x0=266747719
P2, tp=11, ts=11, x0=88574637
P2, tp=11, ts=11, x0=11998615
P1, tp=11, ts=11, x0=823620660
P0, tp=11, ts=11, x0=425412977
P2, tp=11, ts=11, x0=947448623
P1, tp=11, ts=11, x0=104134167
P2, tp=11, ts=11, x0=525692958
P3, tp=11, ts=11
P2, tp=11, ts=11, x0=555070484
P2, tp=11, ts=11, x0=72384031
P1, tp=11, ts=11, x0=763285467
P0, tp=11, ts=11, x0=947448623
P3, tp=11, ts=11
P3, tp=11, ts=11
P2, tp=11, ts=11, x0=544701979
P1, tp=11, ts=11, x0=104134167
P1, tp=11, ts=11, x0=266747719
P0, tp=11, ts=11, x0=241233351
P2, tp=11, ts=11, x0=563026621
P3, tp=11, ts=11
P2, tp=11, ts=11, x0=530534284
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=960203196
P2, tp=11, ts=11, x0=634250098
P1, tp=11, ts=11, x0=433776648
P1, tp=11, ts=11, x0=634250098
P2, tp=11, ts=11, x0=823620660
P0, tp=11, ts=11, x0=218664606
P1, tp=11, ts=11, x0=593551701
P0, tp=11, ts=11, x0=241233351
P1, tp=11, ts=11, x0=495349090
P1, tp=11, ts=11, x0=590344382
P0, tp=11, ts=11, x0=960203196
P2, tp=11, ts=11, x0=900855224
P3, tp=11, ts=11
P2, tp=11, ts=11, x0=923296263
P3, tp=11, ts=11
P2, tp=11, ts=11, x0=31101094
P0, tp=11, ts=11, x0=204699496
P2, tp=11, ts=11, x0=425412977
P2, tp=11, ts=11, x0=646443325
P1, tp=11, ts=11, x0=994839436
P1, tp=11, ts=11, x0=765488374
P0, tp=11, ts=11, x0=23866347
P1, tp=11, ts=11, x0=310436376
P0, tp=11, ts=11, x0=104134167
P1, tp=11, ts=11, x0=100024140
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=23866347
P2, tp=11, ts=11, x0=94798672
P0, tp=11, ts=11, x0=23866347
P0, tp=11, ts=11, x0=72384031
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=495349090
P1, tp=11, ts=11, x0=642376088
P0, tp=11, ts=11, x0=12242492
P1, tp=11, ts=11, x0=226579847
P0, tp=11, ts=11, x0=103640011
P0, tp=11, ts=11, x0=530534284
P2, tp=11, ts=11, x0=593551701
P1, tp=11, ts=11, x0=615192788
P2, tp=11, ts=11, x0=283849757
P2, tp=11, ts=11, x0=646443325
P0, tp=11, ts=11, x0=983243857
P0, tp=11, ts=11, x0=311315550
P1, tp=11, ts=11, x0=765488374
P2, tp=11, ts=11, x0=56202885
P2, tp=11, ts=11, x0=204699496
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=56202885
P2, tp=11, ts=11, x0=763285467
P1, tp=11, ts=11, x0=266747719
P0, tp=11, ts=11, x0=337918436
P2, tp=11, ts=11, x0=577097142
P1, tp=11, ts=11, x0=772740171
P0, tp=11, ts=11, x0=634250098
P0, tp=11, ts=11, x0=300985657
P3, tp=11, ts=11
P2, tp=11, ts=11, x0=983243857
P1, tp=11, ts=11, x0=127402887
P1, tp=11, ts=11, x0=266747719
P2, tp=11, ts=11, x0=495349090
P2, tp=11, ts=11, x0=805340070
P1, tp=11, ts=11, x0=486403572
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=525692958
P0, tp=11, ts=11, x0=500231923
P1, tp=11, ts=11, x0=960203196
P1, tp=11, ts=11, x0=491940098
P3, tp=11, ts=11
P2, tp=11, ts=11, x0=909716971
P3, tp=11, ts=11
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=739044663
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=844293749
P1, tp=11, ts=11, x0=983243857
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=893495619
P0, tp=11, ts=11, x0=11998615
P2, tp=11, ts=11, x0=834715146
P0, tp=11, ts=11, x0=72384031
P0, tp=11, ts=11, x0=771351668
P0, tp=11, ts=11, x0=823920997
P2, tp=11, ts=11, x0=638256551
P3, tp=11, ts=11
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=823620660
P3, tp=11, ts=11
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=593551701
P1, tp=11, ts=11, x0=545902714
P2, tp=11, ts=11, x0=251511563
P2, tp=11, ts=11, x0=678384546
P2, tp=11, ts=11, x0=960203196
P0, tp=11, ts=11, x0=739044663
P1, tp=11, ts=11, x0=552357329
P0, tp=11, ts=11, x0=663472161
P2, tp=11, ts=11, x0=208944190
P1, tp=11, ts=11, x0=71041447
P3, tp=11, ts=11
P3, tp=11, ts=11
P3, tp=11, ts=11
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=771351668
P2, tp=11, ts=11, x0=984592494
P2, tp=11, ts=11, x0=300187350
P1, tp=11, ts=11, x0=440332488
P2, tp=11, ts=11, x0=496702222
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=678384546
P0, tp=11, ts=11, x0=100024140
P2, tp=11, ts=11, x0=739044663
P2, tp=11, ts=11, x0=266747719
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=118954638
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=23866347
P2, tp=11, ts=11, x0=888298418
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=23866347
P1, tp=11, ts=11, x0=208944190
P1, tp=11, ts=11, x0=100024140
P1, tp=11, ts=11, x0=103640011
P0, tp=11, ts=11, x0=983243857
P2, tp=11, ts=11, x0=127402887
P0, tp=11, ts=11, x0=425412977
P3, tp=11, ts=11
P3, tp=11, ts=11
P3, tp=11, ts=11
P2, tp=11, ts=11, x0=642376088
P0, tp=11, ts=11, x0=447867249
P0, tp=11, ts=11, x0=425412977
P0, tp=11, ts=11, x0=425412977
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=337918436
P2, tp=11, ts=11, x0=208944190
P2, tp=11, ts=11, x0=577097142
P2, tp=11, ts=11, x0=297574515
P1, tp=11, ts=11, x0=839588077
P3, tp=11, ts=11
P2, tp=11, ts=11, x0=966231251
P2, tp=11, ts=11, x0=12242492
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=302023083
P0, tp=11, ts=11, x0=966231251
P3, tp=11, ts=11
P2, tp=11, ts=11, x0=440332488
P2, tp=11, ts=11, x0=440332488
P2, tp=11, ts=11, x0=678384546
P0, tp=11, ts=11, x0=310436376
P1, tp=11, ts=11, x0=663472161
P1, tp=11, ts=11, x0=960203196
P2, tp=11, ts=11, x0=771351668
P3, tp=11, ts=11
P2, tp=11, ts=11, x0=772740171
P1, tp=11, ts=11, x0=351865331
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=728849411
P0, tp=11, ts=11, x0=923296263
P1, tp=11, ts=11, x0=646443325
P0, tp=11, ts=11, x0=834715146
P1, tp=11, ts=11, x0=682778204
P2, tp=11, ts=11, x0=300187350
P2, tp=11, ts=11, x0=56446158
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=772499901
P1, tp=11, ts=11, x0=208944190
P1, tp=11, ts=11, x0=438415994
P0, tp=11, ts=11, x0=123079245
P1, tp=11, ts=11, x0=765488374
P0, tp=11, ts=11, x0=182425233
P2, tp=11, ts=11, x0=447867249
P0, tp=11, ts=11, x0=182425233
P1, tp=11, ts=11, x0=638256551
P2, tp=11, ts=11, x0=143046583
P0, tp=11, ts=11, x0=909716971
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=190931507
P1, tp=11, ts=11, x0=739044663
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=422962173
P2, tp=11, ts=11, x0=100024140
P0, tp=11, ts=11, x0=71041447
P2, tp=11, ts=11, x0=642376088
P1, tp=11, ts=11, x0=857347262
P1, tp=11, ts=11, x0=397266005
P3, tp=11, ts=11
P3, tp=11, ts=11
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=365908620
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=56446158
P2, tp=11, ts=11, x0=100024140
P0, tp=11, ts=11, x0=862705202
P1, tp=11, ts=11, x0=844293749
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=642376088
P1, tp=11, ts=11, x0=425412977
P1, tp=11, ts=11, x0=909716971
P3, tp=11, ts=11
P2, tp=11, ts=11, x0=544071605
P0, tp=11, ts=11, x0=678384546
P3, tp=11, ts=11
P3, tp=11, ts=11
P2, tp=11, ts=11, x0=904959560
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=11998615
P0, tp=11, ts=11, x0=397266005
P2, tp=11, ts=11, x0=486403572
P1, tp=11, ts=11, x0=960775700
P3, tp=11, ts=11
P2, tp=11, ts=11, x0=495349090
P1, tp=11, ts=11, x0=866262004
P2, tp=11, ts=11, x0=555070484
P1, tp=11, ts=11, x0=960203196
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=365908620
P1, tp=11, ts=11, x0=984592494
P3, tp=11, ts=11
P2, tp=11, ts=11, x0=593551701
P2, tp=11, ts=11, x0=398500191
P2, tp=11, ts=11, x0=638256551
P0, tp=11, ts=11, x0=143046583
P3, tp=11, ts=11
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=552357329
P2, tp=11, ts=11, x0=72384031
P0, tp=11, ts=11, x0=425412977
P0, tp=11, ts=11, x0=984592494
P3, tp=11, ts=11
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=947448623
P1, tp=11, ts=11, x0=593551701
P0, tp=11, ts=11, x0=127402887
P1, tp=11, ts=11, x0=453032614
P0, tp=11, ts=11, x0=552357329
P0, tp=11, ts=11, x0=882599041
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=397266005
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=893495619
P0, tp=11, ts=11, x0=601317838
P2, tp=11, ts=11, x0=823620660
P2, tp=11, ts=11, x0=857347262
P2, tp=11, ts=11, x0=966231251
P3, tp=11, ts=11
P2, tp=11, ts=11, x0=432963228
P0, tp=11, ts=11, x0=966231251
P1, tp=11, ts=11, x0=893495619
P2, tp=11, ts=11, x0=283849757
P1, tp=11, ts=11, x0=500231923
P1, tp=11, ts=11, x0=983243857
P3, tp=11, ts=11
P3, tp=11, ts=11
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=532902732
P2, tp=11, ts=11, x0=765383698
P1, tp=11, ts=11, x0=918798986
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=123079245
P1, tp=11, ts=11, x0=506965613
P0, tp=11, ts=11, x0=123079245
P0, tp=11, ts=11, x0=365908620
P2, tp=11, ts=11, x0=23866347
P3, tp=11, ts=11
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=806096339
P0, tp=11, ts=11, x0=500231923
P2, tp=11, ts=11, x0=276542770
P3, tp=11, ts=11
P2, tp=11, ts=11, x0=494890671
P0, tp=11, ts=11, x0=425412977
P3, tp=11, ts=11
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=771351668
P2, tp=11, ts=11, x0=397231860
P2, tp=11, ts=11, x0=218664606
P1, tp=11, ts=11, x0=432963228
P3, tp=11, ts=11
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=728849411
P1, tp=11, ts=11, x0=806096339
P2, tp=11, ts=11, x0=765383698
P3, tp=11, ts=11
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=433776648
P1, tp=11, ts=11, x0=243664752
P3, tp=11, ts=11
P2, tp=11, ts=11, x0=343051751
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=72384031
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=862705202
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=243664752
P2, tp=11, ts=11, x0=283849757
P2, tp=11, ts=11, x0=351865331
P2, tp=11, ts=11, x0=311303366
P1, tp=11, ts=11, x0=343051751
P2, tp=11, ts=11, x0=577097142
P2, tp=11, ts=11, x0=595528183
P2, tp=11, ts=11, x0=563026621
P2, tp=11, ts=11, x0=866262004
P1, tp=11, ts=11, x0=506965613
P0, tp=11, ts=11, x0=311315550
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=634250098
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=494890671
P2, tp=11, ts=11, x0=506965613
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=816016374
P3, tp=11, ts=11
P2, tp=11, ts=11, x0=765488374
P2, tp=11, ts=11, x0=834715146
P0, tp=11, ts=11, x0=909716971
P1, tp=11, ts=11, x0=646443325
P3, tp=11, ts=11
P2, tp=11, ts=11, x0=226339927
P1, tp=11, ts=11, x0=697358937
P3, tp=11, ts=11
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=176147209
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=380265205
P2, tp=11, ts=11, x0=888298418
P2, tp=11, ts=11, x0=398500191
P2, tp=11, ts=11, x0=806096339
P0, tp=11, ts=11, x0=143046583
P1, tp=11, ts=11, x0=11998615
P0, tp=11, ts=11, x0=697358937
P1, tp=11, ts=11, x0=176147209
P1, tp=11, ts=11, x0=545902714
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=432963228
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=607480795
P3, tp=11, ts=11
P3, tp=11, ts=11
P2, tp=11, ts=11, x0=634250098
P1, tp=11, ts=11, x0=453032614
P2, tp=11, ts=11, x0=218664606
P1, tp=11, ts=11, x0=397266005
P0, tp=11, ts=11, x0=663472161
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=772499901
P2, tp=11, ts=11, x0=422962173
P1, tp=11, ts=11, x0=866262004
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=816016374
P2, tp=11, ts=11, x0=251511563
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=593551701
P3, tp=11, ts=11
P2, tp=11, ts=11, x0=311303366
P1, tp=11, ts=11, x0=772499901
P0, tp=11, ts=11, x0=882599041
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=525692958
P0, tp=11, ts=11, x0=56202885
P1, tp=11, ts=11, x0=728849411
P0, tp=11, ts=11, x0=72384031
P0, tp=11, ts=11, x0=909716971
P1, tp=11, ts=11, x0=806096339
P1, tp=11, ts=11, x0=432963228
P3, tp=11, ts=11
P2, tp=11, ts=11, x0=311315550
P1, tp=11, ts=11, x0=123079245
P0, tp=11, ts=11, x0=252193369
P0, tp=11, ts=11, x0=552357329
P2, tp=11, ts=11, x0=71041447
P2, tp=11, ts=11, x0=607480795
P1, tp=11, ts=11, x0=12242492
P0, tp=11, ts=11, x0=433776648
P0, tp=11, ts=11, x0=771351668
P2, tp=11, ts=11, x0=266747719
P0, tp=11, ts=11, x0=89225522
P2, tp=11, ts=11, x0=532902732
P0, tp=11, ts=11, x0=552357329
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=771351668
P3, tp=11, ts=11
P2, tp=11, ts=11, x0=460316739
P0, tp=11, ts=11, x0=772499901
P3, tp=11, ts=11
P3, tp=11, ts=11
P2, tp=11, ts=11, x0=951760062
P0, tp=11, ts=11, x0=297574515
P2, tp=11, ts=11, x0=71041447
P2, tp=11, ts=11, x0=555070484
P3, tp=11, ts=11
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=300985657
P0, tp=11, ts=11, x0=555070484
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=888298418
P1, tp=11, ts=11, x0=960775700
P1, tp=11, ts=11, x0=495349090
P2, tp=11, ts=11, x0=31101094
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=947448623
P0, tp=11, ts=11, x0=176147209
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=544071605
P2, tp=11, ts=11, x0=252193369
P0, tp=11, ts=11, x0=208944190
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=432963228
P2, tp=11, ts=11, x0=317512087
P1, tp=11, ts=11, x0=56446158
P0, tp=11, ts=11, x0=11998615
P0, tp=11, ts=11, x0=252823558
P0, tp=11, ts=11, x0=857347262
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=300985657
P2, tp=11, ts=11, x0=337918436
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=447867249
P2, tp=11, ts=11, x0=103640011
P1, tp=11, ts=11, x0=243664752
P1, tp=11, ts=11, x0=252193369
P1, tp=11, ts=11, x0=494890671
P2, tp=11, ts=11, x0=218664606
P2, tp=11, ts=11, x0=422962173
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=241233351
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=563026621
P0, tp=11, ts=11, x0=532902732
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=276542770
P3, tp=11, ts=11
P3, tp=11, ts=11
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=218664606
P1, tp=11, ts=11, x0=883022386
P3, tp=11, ts=11
P2, tp=11, ts=11, x0=646443325
P3, tp=11, ts=11
P3, tp=11, ts=11
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=506965613
P1, tp=11, ts=11, x0=11998615
P2, tp=11, ts=11, x0=72384031
P0, tp=11, ts=11, x0=425412977
P2, tp=11, ts=11, x0=765383698
P1, tp=11, ts=11, x0=486403572
P0, tp=11, ts=11, x0=252823558
P1, tp=11, ts=11, x0=772499901
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=646443325
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=126920741
P0, tp=11, ts=11, x0=252823558
P1, tp=11, ts=11, x0=311303366
P0, tp=11, ts=11, x0=563026621
P0, tp=11, ts=11, x0=532902732
P2, tp=11, ts=11, x0=1763596
P1, tp=11, ts=11, x0=226579847
P1, tp=11, ts=11, x0=883022386
P3, tp=11, ts=11
P3, tp=11, ts=11
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=771351668
P2, tp=11, ts=11, x0=771351668
P1, tp=11, ts=11, x0=544071605
P0, tp=11, ts=11, x0=190931507
P3, tp=11, ts=11
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=343051751
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=118954638
P0, tp=11, ts=11, x0=888298418
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=283849757
P3, tp=11, ts=11
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=678384546
P1, tp=11, ts=11, x0=555070484
P2, tp=11, ts=11, x0=763285467
P0, tp=11, ts=11, x0=31101094
P2, tp=11, ts=11, x0=593551701
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=118954638
P0, tp=11, ts=11, x0=601317838
P2, tp=11, ts=11, x0=914083710
P0, tp=11, ts=11, x0=951760062
P1, tp=11, ts=11, x0=453032614
P2, tp=11, ts=11, x0=204699496
P2, tp=11, ts=11, x0=432607272
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=208156209
P3, tp=11, ts=11
P2, tp=11, ts=11, x0=857347262
P1, tp=11, ts=11, x0=646443325
P1, tp=11, ts=11, x0=422962173
P1, tp=11, ts=11, x0=317970701
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=862705202
P1, tp=11, ts=11, x0=354548238
P3, tp=11, ts=11
P0, tp=11, ts=11, x0=765383698
P0, tp=11, ts=11, x0=806096339
P3, tp=11, ts=11
P3, tp=11, ts=11
P2, tp=11, ts=11, x0=983243857
P1, tp=11, ts=11, x0=555070484
P0, tp=11, ts=11, x0=806096339
P1, tp=11, ts=11, x0=343051751
P0, tp=11, ts=11, x0=563026621
P2, tp=11, ts=11, x0=914083710
P0, tp=11, ts=11, x0=283849757
P1, tp=11, ts=11, x0=765383698
P2, tp=11, ts=11, x0=56446158
P3, tp=11, ts=11
P3, tp=11, ts=11
P2, tp=11, ts=11, x0=317970701
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=310059139
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=88574637
P2, tp=11, ts=11, x0=310436376
P1, tp=11, ts=11, x0=204699496
P0, tp=11, ts=11, x0=71041447
P2, tp=11, ts=11, x0=839588077
P0, tp=11, ts=11, x0=317970701
P2, tp=11, ts=11, x0=226097377
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=893495619
P0, tp=11, ts=11, x0=108847391
P2, tp=11, ts=11, x0=317512087
P1, tp=11, ts=11, x0=176147209
P3, tp=11, ts=11
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=951760062
P1, tp=11, ts=11, x0=613351301
P0, tp=11, ts=11, x0=593551701
P2, tp=11, ts=11, x0=432607272
P2, tp=11, ts=11, x0=663472161
P3, tp=11, ts=11
P1, tp=11, ts=11, x0=243664752
P2, tp=11, ts=11, x0=642376088
P2, tp=11, ts=11, x0=544071605
P0, tp=11, ts=11, x0=983243857
P0, tp=11, ts=11, x0=532902732
P2, tp=11, ts=11, x0=494890671
P1, tp=11, ts=11, x0=914083710
P0, tp=11, ts=11, x0=607480795
P0, tp=11, ts=11, x0=432607272
P2, tp=11, ts=11, x0=983243857
P1, tp=11, ts=11, x0=226097377
P2, tp=11, ts=11, x0=771351668
P0, tp=11, ts=11, x0=914083710
P2, tp=11, ts=11, x0=317512087
P2, tp=11, ts=11, x0=393390495
P3, tp=11, ts=11
P2, tp=11, ts=11, x0=397231860
P1, tp=11, ts=11, x0=909716971
P0, tp=11, ts=11, x0=771351668
P0, tp=11, ts=11, x0=525692958
P3, tp=11, ts=11
P3, tp=11, ts=11
